source_id,survey,wave,original_name,section,description,answer_categories_and_codes,filter,anonymisation_rule,source_document,source_location,extraction_method,review_status
EHIS-W2-ANON-RULES,EHIS,2,HA1c,,Difficulty to do shopping,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do 5 Not applicable (never tried it or do not need to do it) – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 15,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HA1d,,Difficulty in managing medication,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do 5 Not applicable (never tried it or do not need to do it) – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 16,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HA1e,,Difficulty in doing light housework,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do 5 Not applicable (never tried it or do not need to do it) – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 16,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HA1f,,Difficulty in doing occasional heavy housework,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do 5 Not applicable (never tried it or do not need to do it) – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 16,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HA1g,,Difficulty in taking care of finances and everyday administrative tasks,"1 No difficulty 2 Some difficulty 3 A lot of difficulty 4 Cannot do at all/Unable to do 5 Not applicable (never tried it or do not need to do it) – 1 missing (don’t know, refusal) – 2 not applicable",if AGE >= 65,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 17,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HA2,,"Usually receiving help with one or more domestic activities: preparing meals, using the telephone, shopping, managing medication, light or occasional heavy housework, taking care of finances and everyday administrative tasks","1 Yes, with at least one activity 2 No – 1 missing (don’t know, refusal) – 2 not applicable",if (AGE >= 65) and {HA1a ≠ 1 or HA1b ≠ 1 or HA1c ≠ 1 or HA1d ≠ 1 or HA1e ≠ 1 or HA1f ≠ 1or HA1g ≠ 1},unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 17,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HA3,,"Need for help or more help with one or more domestic activities: preparing meals, using the telephone, shopping, managing medication, light or occasional heavy housework, taking care of finances and everyday administrative tasks","1 Yes, with at least one activity 2 No – 1 missing (don’t know, refusal) – 2 not applicable",if (AGE >= 65) and {HA1a ≠ 1 or HA1b ≠ 1 or HA1c ≠ 1 or HA1d ≠ 1 or HA1e ≠ 1 or HA1f ≠ 1or HA1g ≠ 1},unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 17,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PN1,,Intensity of bodily pain during the past 4 weeks,"1 None 2 Very mild 3 Mild 4 Moderate 5 Severe 6 Very severe – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 18,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PN2,,Extent that pain interfered with normal work during the past 4 weeks (including both work outside the home and housework),"1 Not at all 2 A little bit 3 Moderately 4 Quite a bit 5 Extremely – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 18,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MH1a,,Extent of having little interest or pleasure in doing things over the last 2 weeks,"1 Not at all 2 Several days 3 More than half the days 4 Nearly every day – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • ES: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 18,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MH1b,,"Extent of feeling down, depressed or hopeless over the last 2 weeks","1 Not at all 2 Several days 3 More than half the days 4 Nearly every day – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • ES: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 18,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MH1c,,"Extent of having trouble falling or staying asleep, or sleeping too much over the last 2 weeks","1 Not at all 2 Several days 3 More than half the days 4 Nearly every day – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • ES: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 19,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MH1d,,Extent of feeling tired or having little energy over the last 2 weeks,"1 Not at all 2 Several days 3 More than half the days 4 Nearly every day – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • ES: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 19,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MH1e,,Extent of having poor appetite or overeating over the last 2 weeks,"1 Not at all 2 Several days 3 More than half the days 4 Nearly every day – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • ES: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 19,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MH1f,,"Extent of feeling bad about yourself, feeling being a failure over the last 2 weeks","1 Not at all 2 Several days 3 More than half the days 4 Nearly every day – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • ES: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 19,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MH1g,,"Extent of having trouble concentrating on things, such as reading the newspaper or watching television, over the last 2 weeks","1 Not at all 2 Several days 3 More than half the days 4 Nearly every day – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • ES: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 19,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MH1h,,"Extent of moving or speaking so slowly that other people could have noticed or being so fidgety or restless, over the last 2 weeks day care","1 Not at all 2 Several days 3 More than half the days 4 Nearly every day – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • ES: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 20,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HO1,,Admission as an inpatient in a hospital in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 20,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HO2,,Number of nights spent as a patient in a hospital in the past 12 months,"Number 1 – 99 – 1 missing (don’t know, refusal) – 2 not applicable",if HO1 = 1,unaltered Country-specific rule: • DE: top coding is 20 or more • MT: top coding is 10 or more • PT: top coding is 25 or more • IE and SK: top coding is 30 or more,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 20,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HO3,,Admission as a day patient in a hospital in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: IT: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 20,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,HO4,,Number of times admitted as a day patient in a hospital in the past 12 months,"Number 1 – 300 – 1 missing (don’t know, refusal) – 2 not applicable",if HO3 = 1,top coding (3 or more) Country-specific rule: IT: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 20,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AM1,,Last time of a visit to a dentist or orthodontist (for personal treatment),"1 Less than 6 months ago 2 6 to 12 months ago 3 12 months ago or longer 4 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 21,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AM2,,Last time of a consultation of a general practitioner or family doctor (for personal treatment),"1 Less than 12 months ago 2 12 months ago or longer 3 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 21,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AM3,,Number of consultations of a general practitioner or family doctor during the past four weeks (for personal treatment),"Number 0 – 99 – 1 missing (don’t know, refusal) – 2 not applicable",If AM2 = 1,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 21,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AM4,,Last time of a consultation of a medical or surgical specialist (for personal treatment),"1 Less than 12 months ago 2 12 months ago or longer 3 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 21,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AM5,,Number of consultations of a medical or surgical specialist during the past four weeks (for personal treatment),"Number 0 – 99 – 1 missing (don’t know, refusal) – 2 not applicable",If AM4 = 1,unaltered Country-specific rule: • DE: top coding is 9 or more • SK: top coding is 4 or more • IE: top coding 5 or more,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 21,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AM6a,,Consultation of a physiotherapist or kinesitherapist in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 21,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AM6b,,Consultation of a psychologist or psychotherapist in the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 22,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AM7,,Use of any home care services for personal needs during the past 12 months,"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 22,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MD1,,Use of any medicines prescribed by a doctor during the past two weeks (excluding contraception),"1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 22,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,MD2,,"Use of any medicines, herbal medicines or vitamins not prescribed by a doctor during the past two weeks","1 Yes 2 No – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 22,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PA1,,Last time of vaccination against flu,"Month/year (MMYYYY) Never or too long ago (0) – 1 missing (don’t know, refusal)",Everybody,"unaltered Country-specific rule: • BG: Recoding: ""0"" – never or too long ago ""1"" – within the past 12 months ""-1"" – missing (don't know, refusal)",EHIS wave 2 variables and anonymisation rules.docx.pdf,page 22,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PA2,,Last time of blood pressure measurement by a health professional,"1 Within the past 12 months 2 1 to less than 3 years 3 3 to less than 5 years 4 More than 5 years 5 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 22,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PA3,,Last time of blood cholesterol measurement by a health professional,"1 Within the past 12 months 2 1 to less than 3 years 3 3 to less than 5 years 4 More than 5 years 5 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 23,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PA4,,Last time of blood sugar measurement by a health professional,"1 Within the past 12 months 2 1 to less than 3 years 3 3 to less than 5 years 4 More than 5 years 5 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 23,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PA5,,Last time of a faecal occult blood test,"1 Within the past 12 months 2 1 to less than 2 years 3 2 to less than 3 years 4 More than 3 years 5 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 23,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PA6,,Last time of a colonoscopy,"1 Within the past 12 months 2 1 to less than 5 years 3 5 to less than 10 years 4 More than 10 years 5 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 23,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PA7,,Last time of a mammography (breast X- ray),"1 Within the past 12 months 2 1 to less than 2 years 3 2 to less than 3 years 4 More than 3 years 5 Never – 1 missing (don’t know, refusal) – 2 not applicable",If SEX = 2,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 24,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PA8,,Last time of a cervical smear test care,"1 Within the past 12 months 2 1 to less than 2 years 3 2 to less than 3 years 4 More than 3 years 5 Never – 1 missing (don’t know, refusal) – 2 not applicable",If SEX = 2,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 24,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,UN1a,,Unmet need for health care in the past 12 months due to long waiting list(s),"1 Yes 2 No 3 No need for health care – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 24,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,UN1b,,Unmet need for health care in the past 12 months due to distance or transportation problems,"1 Yes 2 No 3 No need for health care – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 24,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,UN2a,,Could not afford medical examination or treatment in the past 12 months,"1 Yes 2 No 3 No need – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 24,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,UN2b,,Could not afford dental examination or treatment in the past 12 months,"1 Yes 2 No 3 No need – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 25,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,UN2c,,Could not afford prescribed medicines in the past 12 months,"1 Yes 2 No 3 No need – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 25,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,UN2d,,Could not afford mental health care (by a psychologist or a psychiatrist for example) in the past 12 months,"1 Yes 2 No 3 No need – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 25,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,BM1,,Height without shoes,"Number in cm – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • IT: bottom coding for height<140 cm for people aged 15-17 and for women aged 18+; bottom coding for height<145 cm for men aged 18+; top coding for height>180 cm for women aged 15+; top coding for height>190 cm for men aged 15- 17; top coding for height>195 cm for men aged 18+. Change of BM1 and BM2 with an average calculated with EHIS data by sex and age when: BMI<16.3 or BMI>31 for people aged 15-17; BMI<15.5 or BMI>35.5 for people aged 18+. • IE: bottom and top coding: low = 140 cm; high = 200 cm,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 25,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,BM2,,Weight without clothes and shoes,"Number in kg – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • IT: bottom coding for weight<40 kg for people aged 15-17 and for women aged 18+; bottom coding for weight<45 kg for men aged 18+; top coding for weight>85 kg for women aged 15-17; top coding for weight>95 kg for men aged 15-17; top coding for weight>120 kg for women aged 18+; top coding for weight>130 kg for men aged 18+. Change of BM1 and BM2 with an average calculated with EHIS data by sex and age when: BMI<16.3 or BMI>31 for people aged 15-17; BMI<15.5 or BMI>35.5 for people aged 18+. • IE: bottom and top coding: low = 45 kg; high = 150 kg,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 26,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PE1,,Physical effort of working tasks (both paid and unpaid work activities included),"1 Mostly sitting or standing 2 Mostly walking or tasks of moderate physical effort 3 Mostly heavy labour or physically demanding work 4 Not performing any working tasks – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 26,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PE2,,Number of days in a typical week walking to get to and from places at least 10 minutes continuously,"Number of days 1 – 7 0 I never carry out such physical activities – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 26,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PE3,,Time spent on walking to get to and from places on a typical day,"1 10 – 29 minutes per day 2 30 – 59 minutes per day 3 1 hour to less than 2 hours per day 4 2 hours to less than 3 hours per day 5 3 hours or more per day – 1 missing (don’t know, refusal) – 2 not applicable",if PE2 ≠ 0,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 27,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PE4,,Number of days in a typical week bicycling to get to and from places at least 10 minutes continuously,"Number of days 1 – 7 0 I never carry out such physical activities – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 27,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PE5,,Time spent on bicycling to get to and from places on a typical day,"1 10 – 29 minutes per day 2 30 – 59 minutes per day 3 1 hour to less than 2 hours per day 4 2 hours to less than 3 hours per day 5 3 hours or more per day – 1 missing (don’t know, refusal) – 2 not applicable",if PE4 ≠ 0,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 27,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PE6,,"Number of days in a typical week doing sports, fitness or recreational (leisure) physical activities that cause at least a small increase in breathing or heart rate for at least 10 minutes continuously","Number of days 1 – 7 0 I never carry out such physical activities – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 27,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PE7,,"Time spent on doing sports, fitness or recreational (leisure) physical activities in a typical week","HHMM (hours/minutes) – 1 missing (don’t know, refusal) – 2 not applicable",if PE6 ≠ 0,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 27,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,PE8,,Number of days in a typical week doing muscle- strengthening activities,"Number of days 1 – 7 0 I never carry out such physical activities – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 27,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,FV1,,"Frequency of eating fruit, excluding juice","1 Once or more a day 2 4 to 6 times a week 3 1 to 3 times a week 4 Less than once a week 5 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 28,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,FV2,,"Number of portions of fruit a day, excluding juice","Number 1 – 99 – 1 missing (don’t know, refusal) – 2 not applicable",if FV1 = 1,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 28,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,FV3,,"Frequency of eating vegetables or salad, excluding juice and potatoes","1 Once or more a day 2 4 to 6 times a week 3 1 to 3 times a week 4 Less than once a week 5 Never – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 28,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,FV4,,"Number of portions of vege- tables or salad, excluding juice and potatoes a day","Number 1 – 99 – 1 missing (don’t know, refusal) – 2 not applicable",if FV3 = 1,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 28,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,SK1,,Type of smoking behaviour,"1 Daily smoking 2 Occasional smoking 3 No smoking – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 28,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,SK2,,Kind of tobacco product consumed,"1 Cigarettes (manufactured and/or hand-rolled) 2 Cigars 3 Pipe tobacco 4 Other – 1 missing (don’t know, refusal) – 2 not applicable",if SK1 = 1 or 2,unaltered Country-specific rule: • RO: codes 3 and 4 merged (category 'Other' – code 4),EHIS wave 2 variables and anonymisation rules.docx.pdf,page 28,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,SK3,,Average number of cigarettes a day,"Number 1 – 99 – 1 missing (don’t know, refusal) – 2 not applicable",if SK1 = 1 and SK2 = 1,unaltered Country-specific rule: • IT: top coding is 60 or more • SK: top coding is 20 or more,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 29,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,SK4,,Frequency of exposure to tobacco smoke indoors,"1 Never or almost never 2 Less than 1 hour per day 3 1 hour or more a day – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 29,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AL1,,"Frequency of consumption of an alcoholic drink of any kind (beer, wine, cider, spirits, cocktails, premixes, liqueurs, homemade alcohol…) in the past 12 months","1 Every day or almost 2 5 – 6 days a week 3 3 – 4 days a week 4 1 – 2 days a week 5 2 – 3 days in a month 6 Once a month 7 Less than once a month 8 Not in the past 12 months, as I no longer drink alcohol 9 Never, or only a few sips or tries, in my whole life – 1 missing (don’t know, refusal)",Everybody,unaltered Country-specific rule: • IT: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 29,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AL2,,Frequency of consumption of an alcoholic drink for Monday — Thursday,"1 On all 4 days 2 On 3 of the 4 days 3 On 2 of the 4 days 4 On 1 of the 4 days 5 On none of the 4 days – 1 missing (don’t know, refusal) – 2 not applicable","if AL1 = 1, 2, 3 or 4",unaltered Country-specific rule: • IT: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 29,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AL3,,Number of alcoholic (standard) drinks on average on one of the days (Monday to Thursday),"1 16 or more drinks a day 2 10 – 15 drinks a day 3 6 – 9 drinks a day 4 4 – 5 drinks a day 5 3 drinks a day 6 2 drinks a day 7 1 drink a day 8 0 drink a day – 1 missing (don’t know, refusal) – 2 not applicable","If (AL1 = 1, 2, 3 or 4) and (AL2 = 1, 2, 3 or 4)",unaltered Country-specific rule: • IT: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 30,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AL4,,Frequency of consumption of an alcoholic drink for Friday — Sunday,"1 On all 3 days 2 On 2 of the 3 days 3 On 1 of the 3 days 4 On none of the 3 days – 1 missing (don’t know, refusal) – 2 not applicable","if AL1 = 1, 2, 3 or 4",unaltered Country-specific rule: • IT: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 30,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AL5,,Number of alcoholic (standard) drinks on average on one of the days (Friday — Sunday),"1 16 or more drinks a day 2 10 – 15 drinks a day 3 6 – 9 drinks a day 4 4 – 5 drinks a day 5 3 drinks a day 6 2 drinks a day 7 1 drink a day 8 0 drink a day – 1 missing (don’t know, refusal) – 2 not applicable","if (AL1 = 1, 2, 3 or 4) and (AL4 = 1, 2, or 3)",unaltered Country-specific rule: • IT: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 30,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,AL6,,Frequency of risky single- occasion drinking (equivalent of 60 g of pure ethanol or more) during the past 12 months,"1 Every day or almost 2 5 – 6 days a week 3 3 – 4 days a week 4 1 – 2 days a week 5 2 – 3 days in a month 6 Once a month 7 Less than once a month 8 Not in the past 12 months 9 Never in my whole life – 1 missing (don’t know, refusal) – 2 not applicable","if AL1 = 1, 2, 3, 4, 5, 6 or 7",unaltered Country-specific rule: • IT: variable removed,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 31,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,SS1,,Number of close people to count on in case of serious personal problems,"1 None 2 1 or 2 3 3 to 5 4 6 or more – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 31,PDF word coordinates,EXTRACTED_UNREVIEWED
EHIS-W2-ANON-RULES,EHIS,2,SS2,,Degree of concern shown by other people in what the person is doing,"1 A lot of concern and interest 2 Some concern and interest 3 Uncertain 4 Little concern and interest 5 No concern and interest – 1 missing (don’t know, refusal)",Everybody,unaltered,EHIS wave 2 variables and anonymisation rules.docx.pdf,page 31,PDF word coordinates,EXTRACTED_UNREVIEWED
