strategy_id,pmid,doi,title,abstract,authors,journal,year,publication_types,pubmed_url,retrieved_date,doi_normalized
NR-PUBMED-02,34333621,10.1093/jpepsy/jsab062,Teacher Versus Parent Informant Measurement Invariance of the Strengths and Difficulties Questionnaire.,"Obtaining a multi-informant perspective is important when assessing mental health issues in childhood and adolescence. Obtaining ratings from both parents and teachers also facilitates the evaluation of similarities and contrasts in the nature and severity of symptoms across home and school contexts. However, these informants may differ in their interpretations of observed behaviors, raising questions about the validity of comparing parents' and teachers' ratings. We evaluated the cross-informant measurement invariance of one of the most widely used measures of child and adolescent mental health: The Strengths and Difficulties Questionnaire (SDQ). Using data from the UK-population representative Millennium Cohort Study, we evaluated configural, metric, and scalar measurement invariance across parents and teachers when children were aged 7 (N = 10,221) and 11 (N = 10,543). Scalar measurement invariance held at both ages. Parents reported higher levels of symptoms in all domains measured at both ages as well as higher prosociality. For a UK sample, valid comparisons of parent and teacher SDQ ratings at ages 7 and 11 appear to be possible, facilitating the evaluation of contextual differences in child mental health problems. Further, parents report more problem and prosocial behavior in their children than teachers attribute to them.",Murray AL; Speyer LG; Hall HA; Valdebenito S; Hughes C,Journal of pediatric psychology,2021,Journal Article,https://pubmed.ncbi.nlm.nih.gov/34333621/,2026-08-20,10.1093/jpepsy/jsab062
NR-PUBMED-01,34365990,10.1017/S1355617721000862,"Assessment of Neurocognitive Functions, Olfaction, Taste, Mental, and Psychosocial Health in COVID-19 in Adults: Recommendations for Harmonization of Research and Implications for Clinical Practice.","To propose a set of internationally harmonized procedures and methods for assessing neurocognitive functions, smell, taste, mental, and psychosocial health, and other factors in adults formally diagnosed with COVID-19 (confirmed as SARS-CoV-2 + WHO definition). We formed an international and cross-disciplinary NeuroCOVID Neuropsychology Taskforce in April 2020. Seven criteria were used to guide the selection of the recommendations' methods and procedures: (i) Relevance to all COVID-19 illness stages and longitudinal study design; (ii) Standard, cross-culturally valid or widely available instruments; (iii) Coverage of both direct and indirect causes of COVID-19-associated neurological and psychiatric symptoms; (iv) Control of factors specifically pertinent to COVID-19 that may affect neuropsychological performance; (v) Flexibility of administration (telehealth, computerized, remote/online, face to face); (vi) Harmonization for facilitating international research; (vii) Ease of translation to clinical practice. The three proposed levels of harmonization include a screening strategy with telehealth option, a medium-size computerized assessment with an online/remote option, and a comprehensive evaluation with flexible administration. The context in which each harmonization level might be used is described. Issues of assessment timelines, guidance for home/remote assessment to support data fidelity and telehealth considerations, cross-cultural adequacy, norms, and impairment definitions are also described. The proposed recommendations provide rationale and methodological guidance for neuropsychological research studies and clinical assessment in adults with COVID-19. We expect that the use of the recommendations will facilitate data harmonization and global research. Research implementing the recommendations will be crucial to determine their acceptability, usability, and validity.",Cysique LA; Łojek E; Cheung TC; Cullen B; Egbert AR; Evans J; Garolera M; Gawron N; Gouse H; Hansen K; Holas P; Hyniewska S; Malinowska E; Marcopulos BA; Merkley TL; Muñoz-Moreno JA; Ramsden C; Salas C; Sikkes SAM; Silva AR; Zouhar I; NeuroCOVID International Neuropsychology Taskforce,Journal of the International Neuropsychological Society : JINS,2022,"Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/34365990/,2026-08-20,10.1017/s1355617721000862
NR-PUBMED-02,34372892,10.1186/s13023-021-01944-9,A rare disease patient-reported outcome measure: revision and validation of the German version of the Systemic Sclerosis Quality of Life Questionnaire (SScQoL) using the Rasch model.,"Rare disease patient-reported outcome measures (PROMs) require linguistic adaptation to overcome the challenge of geographically dispersed patient populations. Importantly, PROMs such as health-related quality of life (HRQoL) should accurately capture responses to patient-identified concerns. The Systemic Sclerosis Quality of Life Questionnaire (SScQoL) is a 29-item tool validated in six languages. Previous evaluation of the German version revealed problems with dichotomous responses. This study aimed to revise the German SScQoL, extend the response structure, and evaluate content and construct validity, reliability and unidimensionality. The instrument validation study involved revising the German SScQoL response structure, cognitive debriefing with patients and validation using Rasch analysis. The revised SScQoL was completed by Swiss-German-speaking patients with SSc within the Swiss MANagement Of Systemic Sclerosis (MANOSS) study. Rasch analysis was employed to test the validity, reliability and unidimensionality of the revised instrument. Based on cognitive debriefing with patients (n = 6) dichotomous items were extended to a polytomous 4-point response structure. A total of 78 patients completed the revised SScQoL. Initial analysis of the 29 items suggested the scale lacked fit to the model (χ2 = 51.224, df = 29, p = 0.007). Grouping items into five domains resulted in an adequate fit to the Rasch model (χ2 = 5.343, df = 5, p = 0.376) and unidimensionality (proportion of significant independent t tests: 0.045, 95% CI 0.016-0.114). Overall, the scale was well targeted, had high internal consistency (Person Separation Index, PSI = 0.931) and worked consistently in patients with different demographic and clinical characteristics. The revised German SScQoL has a 4-point response structure and is a valid, reliable measure. Rasch analysis is useful for validating continuous response structure of quality of life measures. Further evaluation of measurement equivalence with other German-speaking cultures is required for multinational comparisons and data pooling.",Kocher A; Ndosi M; Denhaerynck K; Simon M; Dwyer AA; Distler O; Hoeper K; Künzler-Heule P; Redmond AC; Villiger PM; Walker UA; Nicca D,Orphanet journal of rare diseases,2021,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/34372892/,2026-08-20,10.1186/s13023-021-01944-9
NR-PUBMED-02,34409909,10.1080/13607863.2021.1963951,Psychometric properties of the PHQ-9 measure of depression among Brazilian older adults.,"Objectives: To obtain evidence on the psychometric properties of the Patient Health Questionnaire - 9 (PHQ-9, one of the most extensively used tools for assessing depression) in the Brazilian older population.Method: Data on 3,356 Brazilian adults aged 60+ years living in Guarulhos, São Paulo state were used. The factor structure of the questionnaire was analysed using a factor analysis approach. The questionnaire's measurement equivalence was tested across gender, age, personal income, and education level groups. The scores were compared across groups based on the highest level of equivalence achieved. The questionnaire's internal consistency was analysed considering its factor structure.Results: A one-factor solution was identified as the most adequate factor structure, with the factor explaining 57.6% of the items' variance. The correlation of the resulting latent score with the overall raw sum score in the PHQ-9 was r = 0.96. Measurement equivalence regarding thresholds and loadings was achieved for all tested groups. On average, women, older, less educated, and poorer people had higher latent scores on the depression factor. The measure showed a good internal consistency with Revelle's omega total ωt=0.92.Conclusion: The results suggest that, among Brazilian older adults living in Guarulhos, São Paulo state, the PHQ-9 measures depressive symptomatology equivalently across different sociodemographic subgroups. Moreover, it can be scored using the raw sum of the item scores to adequately reflect different levels of depressive symptomatology.",Moreno-Agostino D; Chua KC; Peters TJ; Scazufca M; Araya R,Aging & mental health,2022,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/34409909/,2026-08-20,10.1080/13607863.2021.1963951
NR-PUBMED-01,34435200,10.1093/aje/kwab217,"Invited Commentary: Standards, Inputs, and Outputs-Strategies for Improving Data-Sharing and Consortia-Based Epidemiologic Research.","Data-sharing improves epidemiologic research, but the sharing of data frustrates epidemiologic researchers. The inefficiencies of current methods and options for data-sharing are increasingly documented and easily understood by any study group that has shared its data and any researcher who has received shared data. In this issue of the Journal, Temprosa et al. (Am J Epidemiol. 2021;191(1):147-158) describe how the Consortium of Metabolomics Studies (COMETS) developed and deployed a flexible analytical platform to eliminate key pain points in large-scale metabolomics research. COMETS Analytics includes an online tool, but its cloud computing and technology are the supporting rather than the leading actors in this script. The COMETS team identified the need to standardize diverse and inconsistent metabolomics and covariate data and models across its many participating cohort studies, and then developed a flexible tool that gave its member studies choices about how they wanted to meet the consortium's analytical requirements. Different specialties will have different specific research needs and will probably continue to use and develop an array of diverse analytical and technical solutions for their projects. COMETS Analytics shows how important-and enabling-the upstream attention to data standards and data consistency is to producing high-quality metabolomics, consortia-based, and large-scale epidemiology research.",Lacey JV; Benbow JL,American journal of epidemiology,2022,"Journal Article; Research Support, Non-U.S. Gov't; Comment",https://pubmed.ncbi.nlm.nih.gov/34435200/,2026-08-20,10.1093/aje/kwab217
NR-PUBMED-02,34452712,10.1016/j.jval.2021.04.1282,"Reference Values and Psychometric Properties of the Quality of Life After Traumatic Brain Injury-Overall Scale in Italy, The Netherlands, and the United Kingdom.","The Quality of Life after Brain Injury-Overall Scale (QOLIBRI-OS) is a short screening instrument for assessing disease-specific health-related quality of life (HRQoL) after traumatic brain injury. To date, no reference values are available for the QOLIBRI-OS in general populations. Thus, this study aimed to establish reference values for the QOLIBRI-OS in general population samples from Italy, The Netherlands, and the United Kingdom. Data were collected using an online survey. The total sample comprised 11759 participants, consisting of 3549 Italian, 3564 Dutch, and 4646 British subjects. In this sample, 49% of the total sample did not report any health complaints, whereas 51% had at least 1 chronic health condition. Reference values were deduced for the QOLIBRI-OS for health-condition-related samples and total general population samples per country. To ensure the comparability of these values, measurement invariance was assessed using a multigroup confirmatory factor analysis. Covariates characterizing the reference values were selected with the help of regression analyses. The confirmatory factor analysis confirmed that the QOLIBRI-OS scores measured the same traumatic brain injury-specific HRQoL construct across the 3 countries. Healthy individuals reported significantly higher HRQoL than individuals with at least 1 chronic health condition. Older age and higher education levels were significantly associated with higher HRQoL. Because the reference values displayed differences in terms of age and education level across the 3 countries, we recommend using country-specific reference values stratified by sociodemographic and health status in research and clinical practice.",Wu YJ; Rauen K; Zeldovich M; Voormolen DC; Covic A; Cunitz K; Plass AM; Polinder S; Haagsma JA; von Steinbuechel N,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research,2021,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/34452712/,2026-08-20,10.1016/j.jval.2021.04.1282
NR-PUBMED-01,34459397,10.3233/JAD-210459,"Pre-Statistical Considerations for Harmonization of Cognitive Instruments: Harmonization of ARIC, CARDIA, CHS, FHS, MESA, and NOMAS.","Meta-analyses of individuals' cognitive data are increasing to investigate the biomedical, lifestyle, and sociocultural factors that influence cognitive decline and dementia risk. Pre-statistical harmonization of cognitive instruments is a critical methodological step for accurate cognitive data harmonization, yet specific approaches for this process are unclear. To describe pre-statistical harmonization of cognitive instruments for an individual-level meta-analysis in the blood pressure and cognition (BP COG) study. We identified cognitive instruments from six cohorts (the Atherosclerosis Risk in Communities Study, Cardiovascular Health Study, Coronary Artery Risk Development in Young Adults study, Framingham Offspring Study, Multi-Ethnic Study of Atherosclerosis, and Northern Manhattan Study) and conducted an extensive review of each item's administration and scoring procedures, and score distributions. We included 153 cognitive instrument items from 34 instruments across the six cohorts. Of these items, 42%were common across ≥2 cohorts. 86%of common items showed differences across cohorts. We found administration, scoring, and coding differences for seemingly equivalent items. These differences corresponded to variability across cohorts in score distributions and ranges. We performed data augmentation to adjust for differences. Cross-cohort administration, scoring, and procedural differences for cognitive instruments are frequent and need to be assessed to address potential impact on meta-analyses and cognitive data interpretation. Detecting and accounting for these differences is critical for accurate attributions of cognitive health across cohort studies.",Briceño EM; Gross AL; Giordani BJ; Manly JJ; Gottesman RF; Elkind MSV; Sidney S; Hingtgen S; Sacco RL; Wright CB; Fitzpatrick A; Fohner AE; Mosley TH; Yaffe K; Levine DA,Journal of Alzheimer's disease : JAD,2021,"Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/34459397/,2026-08-20,10.3233/jad-210459
NR-PUBMED-02,34475157,10.1136/bmjopen-2020-047156,Use of Patient-Reported Outcomes Measurement Information System (PROMIS) measures to characterise health status for patients seeking care from an orthopaedic provider: a retrospective cohort study.,"Characterise the health status of patients newly consulting an orthopaedic specialist across eight clinical subspecialties. Retrospective cohort. 18 orthopaedic clinics, including 8 subspecialties (14 ambulatory and 4 hospital based) within an academic health system. 14 910 patients consulting an orthopaedic specialist for a new patient consultation who completed baseline Patient-Reported Outcomes Measurement Information System (PROMIS) measures associated with their appointment from 17 November 2017 to 13 May 2019. Patients were aged 55.72±5.8 years old, and 61.3% were female and 79.3% were Caucasian and 13.4% were black or African American. Patients who did not complete PROMIS measures or cancelled their appointment were excluded from the study. PROMIS domains of physical function, pain interference, pain intensity, depression, anxiety, fatigue, sleep disturbance and the ability to participate in social roles. Mean PROMIS scores for physical function were (38.1±9.2), pain interference (58.9±8.1), pain intensity (4.6±2.5), depression (47.9±8.9), anxiety (49.9±9.5), fatigue (50.5±10.3), sleep disturbance (51.1±9.8) and ability to participate in social roles (49.1±10.3) for the entire cohort. Across the clinical subspecialties, neurosurgery, spine and trauma patients were most profoundly affected across almost all domains and patients consulting with a hand specialist reported the least limitations or symptoms across domains. There was a moderate, negative correlation between pain interference and physical functioning (r=-0.59) and low correlations between pain interference with anxiety (r=0.36), depression (r=0.39) as well as physical function and anxiety (r=-0.32) and depression(r=-0.30) and sleep (r=-0.31). We directly compared clinically meaningful PROMIS domains across eight orthopaedic subspecialties, which would not have been possible with legacy measures alone. These results support PROMIS's utility as a common metric to assess and compare patient health status across multiple orthopaedic subspecialties.",Horn ME; Reinke EK; Yan X; Luo S; Bolognesi M; Reeve BB; George SZ; Comprehensive Outcomes in Orthopaedics and Rehabilitation Data System (COORDS) group,BMJ open,2021,Journal Article,https://pubmed.ncbi.nlm.nih.gov/34475157/,2026-08-20,10.1136/bmjopen-2020-047156
NR-PUBMED-02,34495443,10.1007/s11136-021-02987-y,Measurement invariance of the Seattle Angina Questionnaire in coronary artery disease.,"The Seattle Angina Questionnaire (SAQ) is a widely used patient-reported measure of health status in patients with coronary artery disease. Comparisons of SAQ scores amongst population groups and over time rely on the assumption that its factorial structure is invariant. This study evaluates the measurement invariance of the SAQ across different demographic and clinical groups and over time. Data were obtained from the Alberta Provincial Project on Outcome Assessment in Coronary Heart Disease registry, a registry of patients who received coronary angiogram in Alberta, Canada. The study cohort consists of adult patients who completed the paper-based version of the 16-item Canadian version of the SAQ (SAQ-CAN) 2 weeks and 1-year post-coronary angiogram between 2009 and 2016. Multi-group confirmatory factor analysis was used to assess configural, weak, strong, and strict measurement invariance across age groups, sex, angina type, treatment, and over time. Model fit was assessed using the comparative fit index and root mean square error of approximation. Of the 8101 patients included in these analysis, 1300 (16.1%) were at least 75 years old, while 1755 (21.7%) were female, 5154 (63.6%) were diagnosed with acute coronary syndrome, 1177 (14.5%) received coronary artery bypass graft treatment, and 3279 had complete data on the SAQ-CAN at both occasions. There was evidence of strict invariance across age, sex, and angina type, and treatment groups, but partial strict invariance was established over time. SAQ-CAN can be used to compare the health status of coronary artery disease patients across population groups and over time.",Lawal OA; Awosoga O; Santana MJ; James MT; Wilton SB; Norris CM; Lix LM; Sajobi TT; APPROACH Investigators,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",2022,Journal Article,https://pubmed.ncbi.nlm.nih.gov/34495443/,2026-08-20,10.1007/s11136-021-02987-y
NR-PUBMED-01,34496950,10.1186/s13104-021-05741-2,An effective processing pipeline for harmonizing DNA methylation data from Illumina's 450K and EPIC platforms for epidemiological studies.,"Illumina BeadChip arrays are commonly used to generate DNA methylation data for large epidemiological studies. Updates in technology over time create challenges for data harmonization within and between studies, many of which obtained data from the older 450K and newer EPIC platforms. The pre-processing pipeline for DNA methylation is not trivial, and influences the downstream analyses. Incorporating different platforms adds a new level of technical variability that has not yet been taken into account by recommended pipelines. Our study evaluated the performance of various tools on different versions of platform data harmonization at each step of pre-processing pipeline, including quality control (QC), normalization, batch effect adjustment, and genomic inflation. We illustrate our novel approach using 450K and EPIC data from the Diabetes Autoimmunity Study in the Young (DAISY) prospective cohort. We found normalization and probe filtering had the biggest effect on data harmonization. Employing a meta-analysis was an effective and easily executable method for accounting for platform variability. Correcting for genomic inflation also helped with harmonization. We present guidelines for studies seeking to harmonize data from the 450K and EPIC platforms, which includes the use of technical replicates for evaluating numerous pre-processing steps, and employing a meta-analysis.",Vanderlinden LA; Johnson RK; Carry PM; Dong F; DeMeo DL; Yang IV; Norris JM; Kechris K,BMC research notes,2021,Journal Article; Meta-Analysis,https://pubmed.ncbi.nlm.nih.gov/34496950/,2026-08-20,10.1186/s13104-021-05741-2
NR-PUBMED-02,34498557,10.1017/S0033291721003408,Estimating measurement equivalence of the 12-item General Health Questionnaire across ethnic groups in the UK.,"This study investigates the extent to which the GHQ-12 exhibits configural, metric and scalar invariance across six ethnic groups in Britain and Northern Ireland, using the UK Household Longitudinal Study (N = 35 410). A confirmatory factor analysis was carried out on a white British group in order to establish an adequate measurement model. Secondly, a multi-group confirmatory factor analysis was conducted in order to assess measurement invariance. A sensitivity analysis comparing summated and latent means across groups was carried out. Finally, revised estimates of scale reliability were derived using two different methods. A one-factor model including correlated error terms on the negatively phrased items showed superior fit in all ethnic groups. Tests for equal factor loadings and intercepts also showed adequate fit demonstrating metric and scalar invariance. Latent and summated scale estimates of mean group differences were similar for all groups. Scale reliability using McDonald's ω is lower than when using the more conventional Cronbach's α. Reliability across groups is reasonably consistent. We find that the GHQ-12 does not display obvious bias in regard to ethnic groups in the UK and that valid comparisons across these groups can be made for the purposes of population research. Caution is needed when using as a screening tool for individuals.",King K; Allum N; Stoneman P; Cernat A,Psychological medicine,2023,Journal Article,https://pubmed.ncbi.nlm.nih.gov/34498557/,2026-08-20,10.1017/s0033291721003408
NR-PUBMED-02,34499288,10.1186/s41687-021-00357-3,The Norwegian PROMIS-29: psychometric validation in the general population for Norway.,"The Patient Reported Outcome Measurement Information System profile instruments include ""high information"" items drawn from large item banks following the application of modern psychometric criteria. The shortest adult profile, PROMIS-29, looks set to replace existing short-form instruments in research and clinical practice. The objective of this study was to undertake the first psychometric evaluation of the Norwegian PROMIS-29, following a postal survey of a random sample of 12,790 Norwegians identified through the National Registry of the Norwegian Tax Administration. Confirmatory factor analysis was used to assess structural validity. Fit to the Rasch partial credit model and differential item functioning (DIF) were assessed in relation to age, gender, and education. PROMIS-29 scores were compared to those for the EQ-5D-5L and the Self-assessed Comorbidity Questionnaire (SCQ), for purposes of assessing validity based on a priori hypotheses. There were 3200 (25.9%) respondents with a mean age (SD) of 51 (20.7, range 18 to 97 years) and 55% were female. The PROMIS-29 showed satisfactory structural validity and acceptable fit to Rasch model including unidimensionality, and measurement invariance across age and education levels. One pain interference item had uniform DIF for gender but splitting gave satisfactory fit. Domain reliability estimates ranged from 0.85 to 0.95. Correlations between PROMIS-29 domain, SCQ and EQ-5D scores were largely as expected, the largest being for scores assessing very similar aspects of health. The Norwegian version of the PROMIS-29 is a reliable and valid generic self-reported measure of health in the Norwegian general population. The instrument is recommended for further application, but the analysis should be replicated and responsiveness to change assessed in future studies before it can be recommended for clinical and health services evaluation in Norway.",Garratt AM; Coste J; Rouquette A; Valderas JM,Journal of patient-reported outcomes,2021,Journal Article,https://pubmed.ncbi.nlm.nih.gov/34499288/,2026-08-20,10.1186/s41687-021-00357-3
NR-PUBMED-01,34508597,10.1093/hmg/ddab261,A data harmonization pipeline to leverage external controls and boost power in GWAS.,"The use of external controls in genome-wide association study (GWAS) can significantly increase the size and diversity of the control sample, enabling high-resolution ancestry matching and enhancing the power to detect association signals. However, the aggregation of controls from multiple sources is challenging due to batch effects, difficulty in identifying genotyping errors and the use of different genotyping platforms. These obstacles have impeded the use of external controls in GWAS and can lead to spurious results if not carefully addressed. We propose a unified data harmonization pipeline that includes an iterative approach to quality control and imputation, implemented before and after merging cohorts and arrays. We apply this harmonization pipeline to aggregate 27 517 European control samples from 16 collections within dbGaP. We leverage these harmonized controls to conduct a GWAS of Crohn's disease. We demonstrate a boost in power over using the cohort samples alone, and that our procedure results in summary statistics free of any significant batch effects. This harmonization pipeline for aggregating genotype data from multiple sources can also serve other applications where individual level genotypes, rather than summary statistics, are required.",Chen D; Tashman K; Palmer DS; Neale B; Roeder K; Bloemendal A; Churchhouse C; Ke ZT,Human molecular genetics,2022,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",https://pubmed.ncbi.nlm.nih.gov/34508597/,2026-08-20,10.1093/hmg/ddab261
NR-PUBMED-02,34560871,10.1186/s12889-021-11790-w,"Electronic data collection, management and analysis tools used for outbreak response in low- and middle-income countries: a systematic review and stakeholder survey.","Use of electronic data collection, management and analysis tools to support outbreak response is limited, especially in low income countries. This can hamper timely decision-making during outbreak response. Identifying available tools and assessing their functions in the context of outbreak response would support appropriate selection and use, and likely more timely data-driven decision-making during outbreaks. We conducted a systematic review and a stakeholder survey of the Global Outbreak Alert and Response Network and other partners to identify and describe the use of, and technical characteristics of, electronic data tools used for outbreak response in low- and middle-income countries. Databases included were MEDLINE, EMBASE, Global Health, Web of Science and CINAHL with publications related to tools for outbreak response included from January 2010-May 2020. Software tool websites of identified tools were also reviewed. Inclusion and exclusion criteria were applied and counts, and proportions of data obtained from the review or stakeholder survey were calculated. We identified 75 electronic tools including for data collection (33/75), management (13/75) and analysis (49/75) based on data from the review and survey. Twenty-eight tools integrated all three functionalities upon collection of additional information from the tool developer websites. The majority were open source, capable of offline data collection and data visualisation. EpiInfo, KoBoCollect and Open Data Kit had the broadest use, including for health promotion, infection prevention and control, and surveillance data capture. Survey participants highlighted harmonisation of data tools as a key challenge in outbreaks and the need for preparedness through training front-line responders on data tools. In partnership with the Global Health Network, we created an online interactive decision-making tool using data derived from the survey and review. Many electronic tools are available for data -collection, -management and -analysis in outbreak response, but appropriate tool selection depends on knowledge of tools' functionalities and capabilities. The online decision-making tool created to assist selection of the most appropriate tool(s) for outbreak response helps by matching requirements with functionality. Applying the tool together with harmonisation of data formats, and training of front-line responders outside of epidemic periods can support more timely data-driven decision making in outbreaks.",Keating P; Murray J; Schenkel K; Merson L; Seale A,BMC public health,2021,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",https://pubmed.ncbi.nlm.nih.gov/34560871/,2026-08-20,10.1186/s12889-021-11790-w
NR-PUBMED-03,34560888,10.1186/s12939-021-01548-6,Cervical cancer screening programs and their context-dependent effect on inequalities in screening uptake: a dynamic interplay between public health policy and welfare state redistribution.,"While organized and opportunistic cervical cancer screening (CCS) programs implemented across the European Union have increased participation rates, barriers to socioeconomically deprived women remain substantial, implying high levels of inequality in CCS uptake. This study assesses how the screening strategy (as a score based on the availability of organized population-based CCS programs), accessibility of the healthcare system (as an index of out-of-pocket expenditure as a proportion of total healthcare costs, public health expenditure as a percentage of total GDP, and general practitioner (GP) density per 10'000 inhabitants) and social protection (as a decommodification index), impact education- and income-based inequalities in CCS uptake. A two-level design with 25-64-year-old women (N = 96'883), eligible for Pap smear screening, nested in 28 European countries, was used to analyze data from the European Health Interview Survey's second wave, using multilevel logistic regression modelling. Clear educational and income gradients in CCS uptake were found, which were smaller in countries with organized CCS programs, higher accessibility of the healthcare system and a higher level of decommodification. Furthermore, three-way interaction terms revealed that these gradients were smaller when organized CCS programs were implemented in countries with better accessibility of the healthcare system or a high level of decommodification. This study indicates that the combination of organized screening and high accessibility of the healthcare system or social protection is essential for having lower levels of inequality in CCS uptake. In such countries, the structural threshold for poorer and lower educated women to engage in CCS is lower. This may be explained by them having a better interaction with their GP, who may convince them of the screening test, lower out-of-pocket payments, and financial support to buffer against a disadvantageous position on the labor market.",De Prez V; Jolidon V; Willems B; Cullati S; Burton-Jeangros C; Bracke P,International journal for equity in health,2021,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/34560888/,2026-08-20,10.1186/s12939-021-01548-6
NR-PUBMED-02,34590359,10.1111/add.15702,The International Cannabis Toolkit (iCannToolkit): a multidisciplinary expert consensus on minimum standards for measuring cannabis use.,"The lack of an agreed international minimum approach to measuring cannabis use hinders the integration of multidisciplinary evidence on the psychosocial, neurocognitive, clinical and public health consequences of cannabis use. A group of 25 international expert cannabis researchers convened to discuss a multidisciplinary framework for minimum standards to measure cannabis use globally in diverse settings. The expert-based consensus agreed upon a three-layered hierarchical framework. Each layer-universal measures, detailed self-report and biological measures-reflected different research priorities and minimum standards, costs and ease of implementation. Additional work is needed to develop valid and precise assessments. Consistent use of the proposed framework across research, public health, clinical practice and medical settings would facilitate harmonisation of international evidence on cannabis consumption, related harms and approaches to their mitigation.",Lorenzetti V; Hindocha C; Petrilli K; Griffiths P; Brown J; Castillo-Carniglia Á; Caulkins JP; Englund A; ElSohly MA; Gage SH; Groshkova T; Gual A; Hammond D; Lawn W; López-Pelayo H; Manthey J; Mokrysz C; Pacula RL; van Laar M; Vandrey R; Wadsworth E; Winstock A; Hall W; Curran HV; Freeman TP,"Addiction (Abingdon, England)",2022,"Journal Article; Research Support, Non-U.S. Gov't; Consensus Statement",https://pubmed.ncbi.nlm.nih.gov/34590359/,2026-08-20,10.1111/add.15702
NR-PUBMED-01,34689753,10.1186/s12874-021-01431-6,Pre-statistical harmonization of behavrioal instruments across eight surveys and trials.,"Data harmonization is a powerful method to equilibrate items in measures that evaluate the same underlying construct. There are multiple measures to evaluate dementia related behavioral symptoms. Pre-statistical harmonization of behavioral instruments in dementia research is the first step to develop a statistical crosswalk between measures. Studies that conduct pre-statistical harmonization of behavioral instruments rarely document their methods in a structured, reproducible manner. This is a crucial step which entails careful review, documentation and scrutiny of source data to ensure sufficient comparability between items prior to data pooling. Here, we document the pre-statistical harmonization of items measuring behavioral and psychological symptoms among people with dementia. We provide a box of recommended procedure for future studies. We identified behavioral instruments that are used in clinical practice, a national survey, and randomized trials of dementia care interventions. We rigorously reviewed question content and scoring procedures to establish sufficient comparability across items as well as item quality prior to data pooling. Additionally, we standardized coding to Stata-readable format, which allowed us to automate approaches to identify potential cross-study differences in items and low-quality items. To ensure reasonable model fit for statistical co-calibration, we estimated two-parameter logistic Item Response Theory models within each of the eight studies. We identified 59 items from 11 behavioral instruments across the eight datasets. We found considerable cross-study heterogeneity in administration and coding procedures for items that measure the same attribute. Discrepancies existed in terms of directionality and quantification of behavioral symptoms for even seemingly comparable items. We resolved item response heterogeneity, missingness and skewness, conditional dependency prior to estimation of item response theory models for statistical co-calibration. We used several rigorous data transformation procedures to address these issues, including re-coding and truncation. This study highlights the importance of each aspect involved in the pre-statistical harmonization process of behavioral instruments. We provide guidelines and recommendations for how future research may detect and account for similar issues in pooling behavioral and related instruments.",Chen D; Jutkowitz E; Iosepovici SL; Lin JC; Gross AL,BMC medical research methodology,2021,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/34689753/,2026-08-20,10.1186/s12874-021-01431-6
NR-PUBMED-03,34706342,10.1123/jpah.2021-0349,"Health-Enhancing Physical Activity in Europe-Combined Aerobic Physical Activity and Muscle-Strengthening Exercise Guideline Adherence Among 280,605 Adults From 28 European Countries.","Compared with engaging in aerobic physical activity (aerobic PA; eg, walking, running, cycling) or muscle-strengthening exercise (MSE; eg, weight/resistance training) alone, epidemiological evidence suggests that combining both is linked to better health. However, the assessment of both PA modes is rare in health surveillance. This article provides the first multicountry study on the descriptive epidemiology of combined moderate to vigorous PA-MSE guideline adherence. Data were drawn from the European Health Interview Survey wave 2 (2013-2014), comprising samples from 28 European countries (n = 280,605). Self-reported aerobic PA and MSE were assessed using the validated European Health Interview Survey Physical Activity Questionnaire. The authors calculated the weighted proportions meeting the health-enhancing PA guideline (aerobic PA ≥ 150 min/wk and MSE ≥ 2 sessions/wk). Poisson regression assessed the prevalence ratios for meeting the combined guideline across sociodemographic factors and by country. A total of 15.0% met the health-enhancing PA guideline. The lowest prevalence was from respondents from Southern and Central European countries (Romania, Poland, and Croatia, range: 0.5%-5.7%). Poorer self-rated health, older age, lower income, being female, and being obese had a lower likelihood of meeting the combined guideline. Most European adults do not meet the health-enhancing PA guideline that includes both aerobic PA and MSE.",Bennie JA; Wiesner GH,Journal of physical activity & health,2022,Journal Article,https://pubmed.ncbi.nlm.nih.gov/34706342/,2026-08-20,10.1123/jpah.2021-0349
